experience,count,mean,median,std,min,max
junior,50,0.7061384300378403,0.7071067811865475,0.1784505273871123,0.10540925533894598,0.9746794344808963
non-expert,58,0.6935355897613962,0.7071067811865475,0.26442873837881214,0.0,0.9746794344808963
senior,57,0.7457122113911553,0.7378647873726218,0.2383945610493513,-0.28867513459481287,0.9746794344808963
